"","ID","ID2","stream","pool","size","gDMperL","gDMperLavg","perC","perN","perP","del13C","del15N","perAsh","notes","UE_N","R2_N","Pval_N","ConGeoMean_N","mgDML_N","ugU_mgDM_h_N","UE_P","R2_P","Pval_P","ConGeoMean_P","mgDML_P","ugU_mgDM_h_P","gDMperL_uptake","NPuptake","R_mgDOmgDMh_N","R_mgDOmgDMh_mean","R_mgDOmgDMh_sd","gDMperL_R","TempC_mean","mgCgDM_N","mgNgDM_N","micCN_N","mgCgDM_mean","mgNgDM_mean","micCN_mean","mgCgDM_sd","mgNgDM_sd","micCN_sd","date","totVolM2","AreaM2","numPerG","totVolM3_MKLY","gDMbucketS","gDMbucketA","gDMm2S","gDMm2A","gAFDMm2","gCm2","gNm2","gPm2","ugU_m2_h_N","ugU_m2_h_P","R_mgDOm2perH","WA","siteName","CN","CP","NP","perOM","perCafdm","perNafdm","perPafdm","CNafdm","CPafdm","NPafdm","ugU_mgAFDM_h_N","ugU_mgAFDM_h_P","R_mgDOmgAFDMh_mean","numPerGafdm","mgCgAFDM","mgNgAFDM","BacPerM2"
"11","Fox 3 B","Fox 3","Fox","3","B",0.678480833333333,"0.627926458333333",22.6283866292723,1.00146081715732,0.144705155739038,-27.5995288455432,0.4407492581285,68.4478280340331,"removedCisowas2low14.2",-4.30110447497964e-05,0.753631354725499,0.0563406342646638,52.6935303880242,575.85,0.0141687134787855,-1.57019965025711e-05,0.640762338206159,0.103724349996025,45.281776229544,575.85,0.0044449968761855,0.575850000000001,7.05817815395307,2,0.000155629039986998,7.41504916836455e-06,0.67498,17.7,2,2,2,3.20045383518934,0.600211223122785,6.21857441983503,0.46228943718081,0.0834821024683111,0.0336515030198422,"2008-08-13",0.0208932760023221,0.0963377594634117,70413850.8789014,0.0208932760023221,14.1756873131188,14.1756873131188,147.145702703441,147.145702703441,46.4276651575202,3329.66985160943,147.360655670576,21.2927418260317,2084.86530123961,654.062188860917,22.9001444499488,2.6,"Fox",26.3612753974283,403.970854807513,15.3244047838035,31.5521719659669,71.7173659349979,3.17398376960396,0.458621853022103,26.3612753974283,403.970854807513,15.3244047838036,0.0449056676480728,0.0140877682873306,0.000493243508417943,223166414.517682,10.1433709179877,1.90228179464219,10361095567.6313
"12","Fox 4 B","Fox 4","Fox","4","B",0.349679166666666,"0.518596041666667",21.7045723248722,1.09318809961491,0.147762931123803,-27.6807464232429,0.472789851164,51.0039035505507,NA,-5.97494232662932e-06,0.621895145392514,0.211396712286517,40.5890068075919,479.94,0.00181910469886631,-4.66659442131366e-06,0.922615591773786,0.0394711915961159,34.998503766442,479.94,0.00122508180345646,0.47994,3.28795802543552,2,0.000157839998781479,1.62247651127125e-05,0.65995,17.775,2,2,2,9.88854017035631,1.83693322102929,6.26886812438694,2.80326629465953,0.496764099594881,0.0851031015660567,"2008-08-13",0.023166674958186,0.0963377594634117,54627104.1887532,0.023166674958186,8.100903593816,8.100903593816,84.0885613173582,84.0885613173582,41.2001126060071,1825.10626080705,91.9246145458746,12.4251722942365,152.965897013314,103.015366348728,13.2725384158681,2.6,"Fox",23.1634437427596,379.460157876864,16.381854187613,48.9960964494493,44.2985745757633,2.23117386656054,0.301581027534009,23.1634437427596,379.460157876864,16.381854187613,0.00371275434307942,0.00250036613573984,0.000322148110195528,111492768.092482,20.1823020341194,3.74914198098313,4593514600.16569
"13","Fox 5 B","Fox 5","Fox","5","B",0.53793,"0.37184625",18.2040882021568,0.903428295509416,0.140724738285152,NA,NA,60.37605625921,NA,-3.00563489238411e-05,0.580814105715527,0.134200806908717,46.015307666939,256.88,0.0193825432695091,3.15927828234995e-06,0.476288959267953,0.197148812265331,36.5441145403073,256.88,-0.00161799633561837,0.25688,NA,2,0.000320518315507946,1.27493130530507e-05,0.34827,17.725,2,2,2,1.92537584377413,0.372571987447954,6.04424787816612,0.21023608269058,0.0535718892856577,0.210768256831115,"2008-08-13",0.0175473099877091,0.0963377594634117,51881120.2210591,0.0175473099877091,9.43922446168836,9.43922446168836,97.9805272020396,97.9805272020396,38.8237489754656,1783.64615927975,88.5183806832526,13.7882840475482,1899.11180806285,-158.532133974856,31.4045535313782,2.6,"Fox",23.5083437258745,334.178826186765,14.215328399293,39.62394374079,45.942141249855,2.28000600197552,0.355150762391897,23.5083437258745,334.178826186765,14.215328399293,0.0489162396259819,-0.0040833803576012,0.000808900592037727,130933762.071874,4.85912219230236,0.940269827469036,5083339511.09177
"14","Fox 6 B","Fox 6","Fox","6","B",0.357128333333333,"0.460164583333333",20.0066948705896,1.11120607381451,0.15597896940236,NA,NA,58.3361508696796,NA,-1.17528580248419e-05,0.853319372210345,0.0249826596782295,45.9699699910278,508.4,0.00382573310495447,-8.18355858583162e-06,0.867677670322902,0.0213024818779736,41.8059471905955,508.4,0.00242257495093139,0.5084,3.49680250665258,2,0.000270009738015156,3.9309221515604e-05,0.437015,17.725,2,2,2,5.46890269489846,1.10640454174809,5.76580904948749,0.204843485495819,0.0163457185349083,0.130818131254377,"2008-08-13",0.0254745811099972,0.0963377594634117,43585535.9721839,0.0254745811099972,9.09769469417811,9.09769469417811,94.4353983822235,94.4353983822235,39.3454219075866,1889.34020041572,104.93718826542,14.7299361147605,361.284629870436,228.776830602001,25.4984771765411,2.6,"Fox",21.0052343716618,331.352117192801,15.7747403018663,41.6638491303204,48.0193147973694,2.66707492708791,0.374374842119059,21.0052343716618,331.352117192801,15.7747403018663,0.0091823803724614,0.00581457306873836,0.000648067194105356,104612360.3123,13.1262540765071,2.65555047083472,4116017453.23592
"15","Fox 7 B","Fox 7","Fox","7","B",0.0937250000000001,"0.30629375",10.7960946849187,0.719185079244622,0.146615169558965,NA,NA,72.8272348884913,NA,-2.43226506779657e-05,0.897625032901555,0.0143541328297563,35.4563864484265,354.34,0.00876168619629997,-1.43651358360688e-06,0.339580357635643,0.417264761975352,44.0115727414797,354.34,0.000642331092974367,0.35434,30.2038571536122,2,0.000273342038491036,3.46498538588963e-05,0.392625,17.775,2,2,2,16.7453234589428,2.88822150612638,6.76860267202326,3.44838451426914,0.612510295158657,0.0424910463221049,"2008-08-13",0.027817254376941,0.0963377594634117,52997881.9352337,0.027817254376941,2.6071721664788,2.6071721664788,27.0628275039859,27.0628275039859,7.35371855019086,292.172848174654,19.4631817430376,3.96782104324192,237.116002174521,17.383295569612,7.39740843727079,2.6,"Fox",17.5134943181818,190.225277188365,10.8616403861154,27.1727651115087,39.7313068457142,2.64671289908593,0.53956661737332,17.5134943181818,190.225277188365,10.8616403861154,0.0322443673300995,0.00236387828157509,0.00100594119652278,195040444.790019,61.6253936256584,10.6291041573208,1434272536.88984
"16","Fox 8 B","Fox 8","Fox","8","B",1.59173833333333,"0.757457777777778",12.9940598279215,0.843344609893183,0.145789787281223,NA,NA,71.1639066986581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.000282271559834181,0.000208948706790527,0.492695,17.725,1,2,1,0.446611248130095,0.0418803130588999,6.76080996854251,NA,0.0497638147568091,NA,"2008-08-13",0.023166674958186,0.0963377594634117,14011852.5124979,0.023166674958186,36.875284586818,36.875284586818,382.770834532673,382.770834532673,110.376154976167,4973.74712430099,322.807720127445,55.8040785439745,NA,NA,108.045320522569,2.6,"Fox",17.9757317329965,230.249241149147,12.8088939337306,28.8360933013419,45.0617900702826,2.92461465247769,0.505580925119418,17.9757317329965,230.249241149147,12.8088939337306,NA,NA,0.000978882808029496,48591369.0390433,1.54879249232181,0.145235738493574,5363328479.55755
"17","JOH 1 B","JOH 1","JOH","1","B",0.2049,"0.271368611111111",10.2627411862832,0.705425274544777,0.150029617138397,-28.3871936174882,0.621706267462,74.1371308016897,NA,-3.93121472676686e-05,0.993523195818656,0.0512897320778488,51.2689880839403,246.724444444444,0.0294084295201911,-2.06334110309444e-05,0.967551063095059,0.115307497712098,52.071228134532,246.724444444444,0.0156768633098294,0.246724444444444,4.15380705177854,2,0.000467016239660571,1.62193478429649e-05,0.2792,17.115,2,2,2,2.46385102790675,0.521007380141806,5.46982177277205,0.871398839731172,0.155664188480321,0.317033152679837,"2008-08-15",0.0208932760023221,0.0963377594634117,47650020.9329868,0.0208932760023221,4.2810322528758,4.2810322528758,44.4377394359239,44.4377394359239,11.4928744249989,456.053018734377,31.3475045417359,6.6669770340675,1306.84412823798,696.644366934794,20.7531459703814,10.6,"JOH",16.9730210735506,176.712317898151,10.4113650205457,25.8628691983103,39.6813714193539,2.7275599978322,0.580096570059593,16.9730210735506,176.712317898151,10.4113650205457,0.113709075720464,0.0606153292182045,0.00180574025286832,184241046.759421,9.52659586612192,2.01449953656281,2117459214.33639
"18","JOH 2 B","JOH 2","JOH","2","B",0.656729166666667,"0.334808402777778",10.8787093407868,0.760158669322925,0.163221817974722,-28.6956191098328,0.5729607413825,75.2189971573868,NA,-1.09510753750465e-05,0.975643416757574,0.00162523818543506,48.4261667267549,281.367777777778,0.00678523668237937,-1.11654099504105e-05,0.992620507757734,0.0547556526596568,49.002707454037,281.367777777778,0.00700040053702006,0.281367777777778,2.14622757289195,2,0.000532655642892915,2.13835841448525e-05,0.207566666666667,17.15,2,2,2,1.23110817299765,0.218443924365975,8.08576882119089,0.96182778443808,0.21987200143263,3.00169373244044,"2008-08-15",0.0175473099877091,0.0963377594634117,25477568.4517741,0.0175473099877091,11.5238302654699,11.5238302654699,119.619039612879,119.619039612879,29.6427976067742,1301.30076357258,90.9294499778126,19.5244371100044,811.643495492299,837.381189143824,63.7157564472313,10.6,"JOH",16.696287336374,172.178773722834,10.3123988138208,24.7810028426132,43.8993910370724,3.06750567824383,0.658657032612284,16.696287336374,172.178773722834,10.3123988138208,0.027380799419108,0.0282490607078348,0.00214945152250645,102810885.473784,4.96795138121144,0.881497515469151,3047602269.87261
"19","JOH 3 B","JOH 3","JOH","3","B",0.527666666666666,"0.463964861111111",11.8164197552036,0.774752744054315,0.117623585628363,-27.1510886044368,0.380733515203,74.6208366839345,NA,-3.93731773395906e-05,0.972816800948781,0.00191786960727492,41.1194345632528,395.427777777778,0.0147395058428621,-1.5123592785592e-05,0.826634486549011,0.0908055837451422,47.405230836174,395.427777777778,0.0065270444073716,0.395427777777778,5.00034551421464,2,0.000264949101667964,2.20811870408099e-05,0.478866666666667,17.075,2,2,2,2.52979095540367,0.610869926679384,4.81256184402423,1.63330289928962,0.388382161244853,0.0595984144488493,"2008-08-15",0.0132043712416438,0.0963377594634117,35886424.5885479,0.0132043712416438,6.96750655850737,6.96750655850737,72.3237347153955,72.3237347153955,18.3551587496982,854.607607661104,56.033011931009,8.50697700325933,1066.01611041518,472.060228194349,19.1621085421162,10.6,"JOH",17.7938357153738,259.520663914493,14.5848634361768,25.3791633160655,46.5595323535492,3.05271192121563,0.463465182691444,17.7938357153738,259.520663914493,14.5848634361768,0.0580771937171455,0.0257181228793301,0.00104396310614482,141401133.448048,9.96798406589812,2.40697425313738,2595440251.82618
"20","JOH 4 B","JOH 4","JOH","4","B",0.2401025,"0.228210902777778",12.2111258583213,0.806312150439514,0.12540574098343,-26.9929772418952,0.953634122504,74.2747263583466,NA,-1.09911529791469e-05,0.901641969874708,0.0504517021895579,45.7619975389813,245.527777777778,0.00737479739557238,-7.23287491608022e-06,0.979139877832682,0.0922699183288323,48.1371563116426,245.527777777778,0.00510497069149921,0.245527777777778,3.19882512664763,2,0.000250679341953945,0.000179613166262341,0.222733333333333,17.2,2,2,2,2.7071303851289,0.530822654557481,6.06794762337984,0.609385522766358,0.061414627302492,2.04137956253019,"2008-08-15",0.0175473099877091,0.0963377594634117,50606740.7798037,0.0175473099877091,4.21315299632392,4.21315299632392,43.7331428485634,43.7331428485634,11.2504706698881,534.030911503752,35.2625644557036,5.48438718445828,322.52306797978,223.256412489064,10.9629954708557,10.6,"JOH",17.6684842137246,251.54676508389,14.2370314307151,25.7252736416534,47.4674284457348,3.13431904232095,0.487480688175762,17.6684842137246,251.54676508389,14.2370314307151,0.0286675177815461,0.01984418421592,0.000974447718013986,196719931.864449,10.5232326110056,2.06342860313833,2213191823.62337
"21","JOH 5 B","JOH 5","JOH","5","B",0.256175,"0.215352777777778",14.0152331315677,0.81764576726612,0.135904907266667,NA,NA,70.9889847268749,NA,-3.22790210736729e-05,0.931543104294531,0.00776387955486567,45.6166858846294,210.591111111111,0.0251713524182654,-1.00343679430876e-05,0.84186759008471,0.0280740033017476,51.1861543045753,210.591111111111,0.00878021171656181,0.210591111111111,6.34797518195172,2,0.00036866278707732,6.92945518794855e-05,0.218333333333333,17.225,2,2,2,2.3617676253364,0.387215865250866,7.14595592586917,0.324862773241916,0.0708342866371635,0.328426939544246,"2008-08-15",0.0186541243232199,0.0963377594634117,53991502.3153224,0.0186541243232199,4.77872029850086,4.77872029850086,49.6038139678324,49.6038139678324,14.3905700462604,695.209016974085,40.5583485310542,6.74140173737126,1248.59508267438,435.531988586514,18.287080307046,10.6,"JOH",19.9977862966672,266.407002156108,13.3218246361852,29.0110152731251,48.3100401679185,2.81839763127339,0.468459672945556,19.9977862966672,266.407002156108,13.3218246361852,0.0867648104738456,0.0302650963225528,0.00127076830509561,186106903.901907,8.14093406625541,1.33472014545306,2678184436.69304
"22","JOH 6 B","JOH 6","JOH","6","B",0.12930375,"0.103960381944444",13.6203937405351,0.847191173289104,0.127289382159566,NA,NA,67.3758865248219,NA,-6.67466021287549e-06,0.600366853373149,0.123836445915298,51.0169772741296,109.317777777778,0.0112138719166618,-5.42538076577501e-06,0.904357891052493,0.0129333097446336,49.4570370328868,109.317777777778,0.0088362912826972,0.109317777777778,2.81008350590664,2,0.000870811524120265,0.000542328285810363,0.0952666666666667,17.275,1,2,1,2.14708397369684,0.411880770119223,4.29802761856947,NA,0.241729719863331,NA,"2008-08-15",0.023166674958186,0.0963377594634117,98552061.9333157,0.023166674958186,2.99553794712454,2.99553794712454,31.094120974053,31.094120974053,10.1441813106842,423.514170682433,26.3426648304013,3.95795144758201,348.685489964218,274.756710106157,27.077118876595,10.6,"JOH",18.7566394279878,276.425390445693,14.7374689110472,32.6241134751781,41.7494677699,2.59682511812523,0.390169627923877,18.7566394279878,276.425390445693,14.7374689110472,0.0343729552228103,0.0270851537143538,0.00266922662828162,302083494.186895,6.58127913676624,1.26250409971324,3064389735.99688
"23","JOH 7 B","JOH 7","JOH","7","B",0.15708,"0.133517361111111",12.3804662242641,0.906783506324088,0.145249405027044,NA,NA,73.1429769551855,NA,-1.80510667388469e-05,0.581691846222386,0.133726521705372,55.0085785236002,142.444444444444,0.0250951779386045,4.75882443055661e-07,0.035402073201835,0.76185551710216,50.6922984635528,142.444444444444,-0.000609675370294016,0.142444444444444,NA,2,0.000385171025510985,4.11277683563662e-05,0.141716666666667,17.025,2,2,2,3.44372325819646,0.581285625268972,7.00708051567855,0.541259928036732,0.151023026867554,0.734166775141067,"2008-08-15",0.0301949546782027,0.0963377594634117,116632622.682236,0.0301949546782027,4.74302348085208,4.74302348085208,49.2332757920682,49.2332757920682,13.2225922251928,609.53090805358,44.6439224505525,7.15110401633028,1235.51781650234,-30.0163156493166,18.9632313260961,10.6,"JOH",15.928694292416,220.19278546025,13.8236556881558,26.8570230448145,46.0976862685252,3.37633662826665,0.540824665431743,15.928694292416,220.19278546025,13.8236556881558,0.0934399091691208,-0.00227007799515491,0.00143415383331308,434272340.935252,12.8224310358231,2.16437102615215,5742206078.86676
